Day,Time,Condition,Envir,Reading,PID
T0,7:30:00,Blinds,co2,400,RR1
T0,7:45:00,Blinds,co2,400,RR1
T0,8:00:00,Blinds,co2,400,RR1
T0,8:15:00,Blinds,co2,400,RR1
T0,8:30:00,Blinds,co2,400,RR1
T0,8:45:00,Blinds,co2,400,RR1
T0,9:00:00,Blinds,co2,400,RR1
T0,9:15:00,Blinds,co2,400,RR1
T0,9:30:00,Blinds,co2,400,RR1
T0,9:45:00,Blinds,co2,400,RR1
T0,10:00:00,Blinds,co2,400,RR1
T0,10:15:00,Blinds,co2,400,RR1
T0,10:30:00,Blinds,co2,400,RR1
T0,10:45:00,Blinds,co2,400,RR1
T0,11:00:00,Blinds,co2,400,RR1
T0,11:15:00,Blinds,co2,400,RR1
T0,11:30:00,Blinds,co2,400,RR1
T0,11:45:00,Blinds,co2,400,RR1
T0,12:00:00,Blinds,co2,400,RR1
T0,12:15:00,Blinds,co2,400,RR1
T0,12:30:00,Blinds,co2,400,RR1
T0,12:45:00,Blinds,co2,404.7,RR1
T0,13:00:00,Blinds,co2,418.1,RR1
T0,13:15:00,Blinds,co2,402,RR1
T0,13:30:00,Blinds,co2,400,RR1
T0,13:45:00,Blinds,co2,400,RR1
T0,14:00:00,Blinds,co2,400,RR1
T0,14:15:00,Blinds,co2,400,RR1
T0,14:30:00,Blinds,co2,400,RR1
T0,14:45:00,Blinds,co2,400,RR1
T0,15:00:00,Blinds,co2,400,RR1
T0,15:15:00,Blinds,co2,400,RR1
T0,15:30:00,Blinds,co2,400,RR1
T0,15:45:00,Blinds,co2,400,RR1
T0,16:00:00,Blinds,co2,400,RR1
T0,16:15:00,Blinds,co2,400,RR1
T0,16:30:00,Blinds,co2,404.4,RR1
T0,16:45:00,Blinds,co2,412.6,RR1
T0,17:00:00,Blinds,co2,400,RR1
T0,17:15:00,Blinds,co2,400,RR1
T0,17:30:00,Blinds,co2,400,RR1
T0,17:45:00,Blinds,co2,400,RR1
T0,18:00:00,Blinds,co2,400,RR1
T0,18:15:00,Blinds,co2,400,RR1
T0,18:30:00,Blinds,co2,400,RR1
T0,18:45:00,Blinds,co2,400,RR1
T0,19:00:00,Blinds,co2,400,RR1
T0,19:15:00,Blinds,co2,400,RR1
T0,19:30:00,Blinds,co2,400,RR1
T0,19:45:00,Blinds,co2,400,RR1
