Day,Time,Condition,Envir,Reading,PID
T3,14:15:00,Blinds,light,3299.2,RR1
T3,14:30:00,Blinds,light,2916.6,RR1
T3,14:45:00,Blinds,light,2587.3,RR1
T3,15:00:00,Blinds,light,1545.3,RR1
T3,15:15:00,Blinds,light,1745.8,RR1
T3,15:30:00,Blinds,light,2376.4,RR1
T3,15:45:00,Blinds,light,1670,RR1
T3,16:00:00,Blinds,light,1281.1,RR1
T3,16:15:00,Blinds,light,1313.4,RR1
T3,16:30:00,Blinds,light,1010.4,RR1
T3,16:45:00,Blinds,light,811.7,RR1
T3,17:00:00,Blinds,light,920.4,RR1
T3,17:15:00,Blinds,light,894.1,RR1
T3,17:30:00,Blinds,light,1080.8,RR1
T3,17:45:00,Blinds,light,946,RR1
T3,18:00:00,Blinds,light,784,RR1
T3,18:15:00,Blinds,light,499.3,RR1
T3,18:30:00,Blinds,light,472.2,RR1
T3,18:45:00,Blinds,light,382.6,RR1
T3,19:00:00,Blinds,light,420.1,RR1
T3,19:15:00,Blinds,light,520,RR1
T3,19:30:00,Blinds,light,63.1,RR1
T3,19:45:00,Blinds,light,38.8,RR1
T3,20:00:00,Blinds,light,32.9,RR1
T3,20:15:00,Blinds,light,36.6,RR1
T3,20:30:00,Blinds,light,29.6,RR1
T3,20:45:00,Blinds,light,26.9,RR1
T3,21:00:00,Blinds,light,1.3,RR1
T3,21:15:00,Blinds,light,0,RR1
T3,21:30:00,Blinds,light,2,RR1
T3,21:45:00,Blinds,light,0,RR1
T3,22:00:00,Blinds,light,0,RR1
T3,22:15:00,Blinds,light,0,RR1
T3,22:30:00,Blinds,light,2.2,RR1
T3,22:45:00,Blinds,light,2,RR1
T3,23:00:00,Blinds,light,0.3,RR1
T3,23:15:00,Blinds,light,0.1,RR1
T3,23:30:00,Blinds,light,0,RR1
T3,23:45:00,Blinds,light,0,RR1
T0,7:30:00,Blinds,light,337.9,RR2
T0,7:45:00,Blinds,light,104.9,RR2
T0,8:00:00,Blinds,light,93.2,RR2
T0,8:15:00,Blinds,light,105.9,RR2
T0,8:30:00,Blinds,light,128.9,RR2
T0,8:45:00,Blinds,light,148.5,RR2
T0,9:00:00,Blinds,light,527.9,RR2
